0_0, 0_1, 0_2, 1_0, 1_1, 1_2, 2_0, 2_1, 2_2, has_horizontal, has_vertical
0.719, 0.27, 0, 0.719, 0.27, 0, 0.719, 0.27, 0, 0, 1
0.1, 0.548, 0.1, 0.899, 1, 0.899, 0, 0.448, 0, 1, 1
0, 0.1, 0.77, 0, 0.1, 0.77, 0, 0.1, 0.77, 0, 1
0, 0, 0.63, 0.75, 0.75, 1, 0, 0, 0.63, 1, 1
0.713, 0, 0, 0.713, 0, 0, 0.713, 0, 0, 0, 1
1, 0.621, 0, 1, 0.621, 0, 1, 0.621, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.365, 0.81, 0.677, 0, 0.444, 0.311, 0.291, 0.735, 0.602, 1, 1
0.842, 0.495, 0, 0.842, 0.495, 0, 0.842, 0.495, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0.602, 0, 0.277, 0.879, 0.277, 0, 0.602, 0, 1, 1
0, 0, 0, 0, 0, 0, 0.674, 0.674, 0.674, 1, 0
0.826, 1, 0.826, 0, 0.658, 0, 0.439, 1, 0.439, 1, 1
0.596, 1, 0.596, 0.603, 1, 0.603, 0, 0.446, 0, 1, 1
0.853, 0, 1, 0.853, 0, 1, 0.853, 0, 1, 0, 1
0, 0, 0.701, 0, 0, 0.701, 0, 0, 0.701, 0, 1
0, 0, 0, 0, 0, 0, 0.361, 0.361, 0.361, 1, 0
0.656, 0.947, 1, 0, 0.291, 0.523, 0.863, 1, 1, 1, 1
0.235, 0.235, 0.235, 0, 0, 0, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.337, 0, 0, 0.337, 0, 0, 0.337, 0, 0, 0, 1
0, 0.295, 0, 0, 0.295, 0, 0, 0.295, 0, 0, 1
0, 0, 0.572, 0.602, 0.602, 1, 0, 0, 0.572, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.677, 0.677, 0.677, 0, 0, 0, 0.113, 0.113, 0.113, 1, 0
0.854, 0.854, 1, 0, 0, 0.826, 0.592, 0.592, 1, 1, 1
0, 0.1, 0, 0.17, 0.27, 0.17, 0.171, 0.271, 0.171, 1, 1
0.765, 0.765, 0.765, 0.39, 0.39, 0.39, 0, 0, 0, 1, 0
0.335, 0.631, 0.235, 0.35, 0.646, 0.25, 0.1, 0.396, 0, 1, 1
0.798, 0, 1, 0.898, 0.1, 1, 0.798, 0, 1, 1, 1
0.565, 0, 0.663, 0.565, 0, 0.663, 0.565, 0, 0.663, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0.19, 0.19, 0.19, 1, 0
0.725, 0.725, 0.725, 0, 0, 0, 0.403, 0.403, 0.403, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0.74, 0.74, 1, 0, 0, 1, 1, 1, 1, 1
0, 0, 0.618, 0, 0, 0.618, 0.259, 0.259, 0.877, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.526, 1, 0.526, 0, 0.627, 0, 0, 0.627, 0, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.324, 0.79, 0.324, 0.374, 0.839, 0.374, 0, 0.465, 0, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.546, 0, 0, 0.546, 0, 0, 0.546, 0, 0, 0, 1
0.915, 0.598, 0, 0.915, 0.598, 0, 0.915, 0.598, 0, 0, 1
0, 0, 0, 0, 0, 0, 0.866, 0.866, 0.866, 1, 0
0, 1, 0.693, 0, 1, 0.693, 0, 1, 0.693, 0, 1
0.826, 0.826, 0.826, 0, 0, 0, 0, 0, 0, 1, 0
0.48, 0.48, 0.48, 0, 0, 0, 0.27, 0.27, 0.27, 1, 0
0.687, 0.542, 0, 0.687, 0.542, 0, 0.85, 0.705, 0.163, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0.526, 0.544, 0, 0.526, 0.544, 0.843, 1, 1, 1, 1
0.478, 0.478, 0.478, 0, 0, 0, 0.407, 0.407, 0.407, 1, 0
0.538, 0.106, 0.719, 0.432, 0, 0.612, 0.432, 0, 0.612, 1, 1
0.375, 0.375, 0.375, 0, 0, 0, 0.231, 0.231, 0.231, 1, 0
1, 0.342, 0, 1, 0.342, 0, 1, 0.342, 0, 0, 1
0.861, 1, 0.861, 0.46, 0.993, 0.46, 0, 0.534, 0, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.114, 0.689, 0.774, 0, 0.575, 0.66, 0, 0.575, 0.66, 1, 1
0, 0, 0, 0.14, 0.14, 0.14, 0, 0, 0, 1, 0
0.254, 0.254, 0.254, 0.478, 0.478, 0.478, 0, 0, 0, 1, 0
0.828, 0, 0.1, 0.828, 0, 0.1, 0.828, 0, 0.1, 0, 1
1, 0, 0, 1, 0, 0, 1, 0.558, 0.558, 1, 1
0.99, 0, 0, 0.99, 0, 0, 1, 0.1, 0.1, 1, 1
0, 0, 0.571, 0, 0, 0.571, 0.672, 0.672, 1, 1, 1
0.222, 0.222, 0.222, 0.487, 0.487, 0.487, 0, 0, 0, 1, 0
0.762, 0, 0, 0.762, 0, 0, 0.762, 0, 0, 0, 1
0, 0.551, 0.241, 0, 0.551, 0.241, 0, 0.551, 0.241, 0, 1
0.134, 0.134, 0.134, 0.1, 0.1, 0.1, 0, 0, 0, 1, 0
0.959, 0.959, 0.959, 0, 0, 0, 0.672, 0.672, 0.672, 1, 0
0.129, 0, 0.185, 0.129, 0, 0.185, 0.129, 0, 0.185, 0, 1
0, 0, 0, 0, 0, 0, 0.739, 0.739, 0.739, 1, 0
0.397, 0.397, 0.397, 0.187, 0.187, 0.187, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0.582, 0.805, 0.503, 1, 1, 0.213, 0.795, 1, 1, 1
0, 0.712, 0.747, 0, 0.712, 0.747, 0, 0.712, 0.747, 0, 1
0, 0, 0.622, 0, 0, 0.622, 0, 0, 0.622, 0, 1
0.897, 1, 0.897, 0, 0.295, 0, 0.616, 0.911, 0.616, 1, 1
0, 0.541, 0.462, 0, 0.541, 0.462, 0, 0.541, 0.462, 0, 1
0, 0, 0.858, 0, 0, 0.858, 0, 0, 0.858, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0.504, 0.645, 0.711, 1, 1, 0.502, 1, 1, 1, 1
0.586, 1, 0.586, 1, 1, 1, 0, 0.766, 0, 1, 1
0.62, 0, 0.508, 0.62, 0, 0.508, 0.915, 0.295, 0.803, 1, 1
1, 1, 0.804, 0.872, 0.642, 0, 0.872, 0.642, 0, 1, 1
0.379, 0.17, 0.699, 0.403, 0.194, 0.723, 0.209, 0, 0.53, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0.534, 0.225, 0.1, 0.634, 0.325, 1, 1, 1, 1, 1
0.137, 0, 0.361, 0.137, 0, 0.361, 0.137, 0, 0.361, 0, 1
0.706, 1, 0.806, 0, 0.582, 0.1, 0.1, 0.682, 0.2, 1, 1
0.439, 0.672, 0, 0.823, 1, 0.384, 1, 1, 0.898, 1, 1
0, 0, 0, 0.812, 0.812, 0.812, 0, 0, 0, 1, 0
0.314, 0.314, 0.314, 0, 0, 0, 0.572, 0.572, 0.572, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0.739, 0.642, 0, 0.739, 0.642, 0, 0.739, 0.642, 0, 1
0, 0.855, 0, 0, 0.855, 0, 0, 0.855, 0, 0, 1
0.1, 0, 0.538, 0.904, 0.804, 1, 0.1, 0, 0.538, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.833, 0.833, 0.833, 0, 0, 0, 0.752, 0.752, 0.752, 1, 0
0.535, 0.485, 0, 0.535, 0.485, 0, 0.535, 0.485, 0, 0, 1
0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.1, 0.1, 0.1, 0, 0, 0, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0.48, 0.48, 0.48, 0.603, 0.603, 0.603, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.253, 0.471, 0, 0.657, 0.875, 0.404, 0.253, 0.471, 0, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.796, 0.931, 0.796, 0, 0.135, 0, 0, 0.135, 0, 1, 1
0, 0, 0.333, 0, 0, 0.333, 0, 0, 0.333, 0, 1
0.164, 0.164, 0.583, 0, 0, 0.419, 0.557, 0.557, 0.976, 1, 1
0, 0.291, 0.251, 0, 0.291, 0.251, 0, 0.291, 0.251, 0, 1
0, 0.568, 0.392, 0, 0.568, 0.392, 0, 0.568, 0.392, 0, 1
0.5, 0.197, 0, 0.5, 0.197, 0, 0.5, 0.197, 0, 0, 1
0, 0.323, 0, 0.375, 0.698, 0.375, 0.921, 1, 0.921, 1, 1
0.465, 0.919, 0.876, 0, 0.454, 0.41, 0.606, 1, 1, 1, 1
0.334, 0.184, 0, 1, 0.866, 0.682, 0.744, 0.594, 0.41, 1, 1
0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1
0.731, 0.333, 0.333, 0.978, 0.58, 0.58, 0.398, 0, 0, 1, 1
0.1, 0.1, 0.1, 0.53, 0.53, 0.53, 0, 0, 0, 1, 0
0, 0.369, 0.684, 0, 0.369, 0.684, 0, 0.369, 0.684, 0, 1
0, 0, 0.7, 0.596, 0.596, 1, 0.155, 0.155, 0.855, 1, 1
0, 0.1, 0.279, 0, 0.1, 0.279, 0, 0.1, 0.279, 0, 1
0, 0.564, 0, 0, 0.564, 0, 0.297, 0.861, 0.297, 1, 1
0.413, 0.1, 0, 0.413, 0.1, 0, 0.413, 0.1, 0, 0, 1
0, 0.592, 0.133, 0, 0.592, 0.133, 0, 0.592, 0.133, 0, 1
0, 0.407, 0, 0, 0.407, 0, 0, 0.407, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0.702, 0.702, 0.702, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.543, 0, 0.765, 0.543, 0, 0.765, 0.543, 0, 0.765, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 1, 1, 0.415, 0, 0, 0.903, 0.489, 0.489, 1, 1
0.825, 0, 0, 0.825, 0, 0, 1, 0.48, 0.48, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0.486, 0, 0.827, 1, 0.827, 0.245, 0.73, 0.245, 1, 1
0.345, 0.345, 1, 0.1, 0.1, 0.928, 0, 0, 0.828, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0.616, 0, 0, 0.616, 0, 0, 0.616, 0, 0, 1
0, 0.398, 0.666, 0.404, 0.802, 1, 0, 0.398, 0.666, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0.927, 0.927, 0.927, 0.345, 0.345, 0.345, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0.362, 0, 0, 0.362, 0, 0, 0.362, 0, 1
0.537, 1, 0.437, 0.101, 0.701, 0, 0.101, 0.701, 0, 1, 1
0, 0.561, 0.448, 0, 0.561, 0.448, 0, 0.561, 0.448, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0.32, 0, 0, 0.32, 0, 0, 0.32, 0, 1
0, 0.642, 0, 0, 0.642, 0, 0, 0.642, 0, 0, 1
0.394, 0.394, 0.394, 0.491, 0.491, 0.491, 0, 0, 0, 1, 0
0, 0, 0.337, 1, 1, 1, 0, 0, 0.337, 1, 1
0.647, 0.647, 0.647, 0.541, 0.541, 0.541, 0, 0, 0, 1, 0
0, 0.542, 0, 0, 0.542, 0, 0.339, 0.881, 0.339, 1, 1
0, 0.648, 0, 0, 0.648, 0, 0, 0.648, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.354, 0, 0.253, 0.354, 0, 0.253, 0.354, 0, 0.253, 0, 1
0, 0, 0, 0, 0, 0, 0.6, 0.6, 0.6, 1, 0
0, 0.556, 0, 0, 0.556, 0, 0, 0.556, 0, 0, 1
0, 0, 0.926, 0, 0, 0.926, 0, 0, 0.926, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0.393, 0.829, 0.829, 1, 0, 0, 0.393, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0.398, 0.398, 0.398, 1, 0
0.67, 0, 0, 0.67, 0, 0, 1, 0.782, 0.782, 1, 1
0.507, 0.507, 0.507, 0, 0, 0, 0.204, 0.204, 0.204, 1, 0
0, 0, 0, 0, 0, 0, 0.345, 0.345, 0.345, 1, 0
0, 0, 0, 0.521, 0.521, 0.521, 0.426, 0.426, 0.426, 1, 0
0.743, 0.287, 0, 0.743, 0.287, 0, 0.743, 0.287, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.2, 0.2, 0.2, 0.747, 0.747, 0.747, 0, 0, 0, 1, 0
0.519, 0.519, 0.519, 0.1, 0.1, 0.1, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 0, 0.789, 0.789, 0.789, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.991, 1, 1, 0, 0.367, 0.531, 0, 0.367, 0.531, 1, 1
0, 0, 0.793, 1, 1, 1, 0.121, 0.121, 0.914, 1, 1
0, 0, 0.319, 0, 0, 0.319, 0, 0, 0.319, 0, 1
0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0
0, 0, 0.698, 0, 0, 0.698, 0, 0, 0.698, 0, 1
0.515, 0.665, 0, 0.515, 0.665, 0, 0.515, 0.665, 0, 0, 1
0.454, 0, 0, 0.454, 0, 0, 0.454, 0, 0, 0, 1
0, 0.576, 0, 0.667, 1, 0.667, 0, 0.576, 0, 1, 1
0, 0, 0.537, 0.274, 0.274, 0.811, 0, 0, 0.537, 1, 1
0, 0, 0, 0.339, 0.339, 0.339, 0.333, 0.333, 0.333, 1, 0
0.57, 0.57, 1, 0, 0, 0.504, 0.5, 0.5, 1, 1, 1
0.36, 0, 0, 0.36, 0, 0, 0.36, 0, 0, 0, 1
1, 0.407, 1, 1, 0.79, 1, 0.718, 0, 0.663, 1, 1
0.601, 0.829, 0, 0.601, 0.829, 0, 0.601, 0.829, 0, 0, 1
0, 0.258, 0, 0.733, 0.992, 0.733, 0.1, 0.358, 0.1, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.455, 1, 0.911, 0, 0.755, 0.456, 0.836, 1, 1, 1, 1
0.591, 0, 0.605, 0.591, 0, 0.605, 0.591, 0, 0.605, 0, 1
0.758, 0, 0.637, 1, 0.428, 1, 1, 0.378, 1, 1, 1
0, 0, 0, 0.713, 0.713, 0.713, 1, 1, 1, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.779, 0, 0.565, 0.779, 0, 0.565, 0.779, 0, 0.565, 0, 1
0.364, 0, 0.633, 0.364, 0, 0.633, 0.364, 0, 0.633, 0, 1
1, 0.325, 0.185, 0.842, 0.14, 0, 1, 0.432, 0.292, 1, 1
0.684, 0.684, 0.684, 0, 0, 0, 0.597, 0.597, 0.597, 1, 0
0.445, 0.445, 0.602, 0, 0, 0.157, 0, 0, 0.157, 1, 1
0.392, 0.392, 0.392, 0.52, 0.52, 0.52, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0
0.681, 0.681, 0.681, 0, 0, 0, 0.589, 0.589, 0.589, 1, 0
0, 0, 0.218, 0.582, 0.582, 0.8, 0, 0, 0.218, 1, 1
0.904, 1, 0.904, 0, 0.97, 0, 0, 0.97, 0, 1, 1
0, 0.523, 0, 0.226, 0.749, 0.226, 0, 0.523, 0, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0.228, 0, 0, 0.228, 0, 0, 0.228, 0, 1
0, 0.799, 0.775, 0.241, 1, 1, 0, 0.799, 0.775, 1, 1
0, 0.149, 0, 0, 0.149, 0, 0, 0.149, 0, 0, 1
0, 0, 0, 0, 0, 0, 0.602, 0.602, 0.602, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0.487, 0.487, 0.487, 0, 0, 0, 1, 0
0.27, 0.27, 0.27, 0, 0, 0, 0, 0, 0, 1, 0
0, 0, 0, 0.1, 0.1, 0.1, 0, 0, 0, 1, 0
0.534, 0.392, 0, 0.534, 0.392, 0, 0.534, 0.392, 0, 0, 1
1, 0.858, 0.565, 0.593, 0.293, 0, 1, 1, 0.711, 1, 1
0, 0.492, 0.1, 0.243, 0.734, 0.343, 0, 0.492, 0.1, 1, 1
0, 0, 0.343, 0, 0, 0.343, 0, 0, 0.343, 0, 1
0.462, 0.462, 0.806, 0.272, 0.272, 0.616, 0, 0, 0.344, 1, 1
0.387, 0.387, 1, 0, 0, 0.812, 0.207, 0.207, 1, 1, 1
0.891, 1, 0.891, 0, 0.254, 0, 0, 0.254, 0, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.428, 0, 0, 0.428, 0, 0, 0.428, 0, 0, 0, 1
0, 0.655, 0.592, 0.268, 0.923, 0.86, 0.54, 1, 1, 1, 1
0.733, 0, 0, 0.733, 0, 0, 0.733, 0, 0, 0, 1
0.349, 0.349, 0.349, 0, 0, 0, 0, 0, 0, 1, 0
0, 0, 0, 0.68, 0.68, 0.68, 0, 0, 0, 1, 0
0, 0.332, 0.232, 0, 0.332, 0.232, 0.183, 0.515, 0.416, 1, 1
0.894, 0.1, 0, 0.894, 0.1, 0, 0.894, 0.1, 0, 0, 1
0.1, 0, 0, 0.869, 0.769, 0.769, 0.1, 0, 0, 1, 1
0.581, 0.581, 0.581, 0.781, 0.781, 0.781, 0, 0, 0, 1, 0
0.974, 0.974, 0.974, 0, 0, 0, 0.486, 0.486, 0.486, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.179, 0.179, 0.179, 0, 0, 0, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0.482, 0.482, 0.482, 0.1, 0.1, 0.1, 1, 0
0.929, 1, 1, 0, 0.173, 0.729, 0.786, 0.959, 1, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.316, 0.316, 0.316, 0, 0, 0, 0, 0, 0, 1, 0
0.385, 0, 0, 0.385, 0, 0, 0.385, 0, 0, 0, 1
0.705, 0.476, 0.216, 0.489, 0.26, 0, 1, 0.998, 0.738, 1, 1
0, 0.483, 0.69, 0, 0.483, 0.69, 0, 0.483, 0.69, 0, 1
0, 0, 0.1, 0, 0, 0.1, 0, 0, 0.1, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0.524, 0.34, 0, 0.524, 0.34, 0.391, 0.915, 0.731, 1, 1
0, 0, 0, 0.1, 0.1, 0.1, 0, 0, 0, 1, 0
0.596, 0.87, 0.194, 0.609, 0.883, 0.207, 0.402, 0.676, 0, 1, 1
0, 0.625, 0, 0, 0.625, 0, 0, 0.625, 0, 0, 1
0, 0, 0, 0.583, 0.583, 0.583, 0, 0, 0, 1, 0
0.1, 0.779, 0.411, 0, 0.679, 0.311, 0, 0.679, 0.311, 1, 1
0.1, 0.1, 0.1, 0, 0, 0, 0.37, 0.37, 0.37, 1, 0
0, 0.739, 0, 0.444, 1, 0.444, 0, 0.739, 0, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0.567, 0, 0, 0.567, 0, 0.741, 1, 0.741, 1, 1
0, 0, 0, 0.202, 0.202, 0.202, 1, 1, 1, 1, 0
0.305, 0.492, 0, 0.305, 0.492, 0, 0.305, 0.492, 0, 0, 1
0, 0.93, 0, 0, 0.93, 0, 0, 0.93, 0, 0, 1
0, 0, 0, 0.735, 0.735, 0.735, 0, 0, 0, 1, 0
0.561, 0.637, 0, 1, 1, 0.784, 1, 1, 0.768, 1, 1
0.72, 1, 0.72, 0.383, 1, 0.383, 0, 0.671, 0, 1, 1
0, 0.393, 0.758, 0, 0.393, 0.758, 0, 0.393, 0.758, 0, 1
0.231, 0.973, 1, 0, 0.742, 0.8, 0.314, 1, 1, 1, 1
1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0.647, 0.647, 0.647, 1, 0
0, 0, 0, 0, 0, 0, 0.275, 0.275, 0.275, 1, 0
0.51, 0.41, 0.41, 0.38, 0.28, 0.28, 0.1, 0, 0, 1, 1
0, 0, 0.489, 0, 0, 0.489, 0, 0, 0.489, 0, 1
0.1, 0.1, 0.1, 0, 0, 0, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.915, 0, 0, 0.915, 0, 0, 0.915, 0, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.467, 0, 0, 0.467, 0, 0, 0.467, 0, 0, 0, 1
0, 0, 0.299, 0.328, 0.328, 0.626, 0.418, 0.418, 0.716, 1, 1
0, 0, 0.1, 0, 0, 0.1, 0, 0, 0.1, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.749, 0.749, 0.749, 0, 0, 0, 0.844, 0.844, 0.844, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.502, 0.1, 0, 0.502, 0.1, 0, 0.502, 0.1, 0, 0, 1
0, 0, 0, 0, 0, 0, 0.498, 0.498, 0.498, 1, 0
0.736, 0.736, 0.736, 0, 0, 0, 0, 0, 0, 1, 0
0, 0, 0.898, 0, 0, 0.898, 0, 0, 0.898, 0, 1
0.688, 0.688, 0.588, 0.1, 0.1, 0, 0.1, 0.1, 0, 1, 1
0, 0.363, 0.678, 0, 0.363, 0.678, 0, 0.363, 0.678, 0, 1
0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1
0.858, 0.858, 0.858, 0.578, 0.578, 0.578, 0, 0, 0, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 1, 0.7, 0, 1, 0.7, 0, 1, 0.7, 0, 1
0, 0, 0, 0, 0, 0, 0.682, 0.682, 0.682, 1, 0
0.1, 0.894, 0.1, 0, 0.794, 0, 0.826, 1, 0.826, 1, 1
0.266, 0.266, 0.266, 0.382, 0.382, 0.382, 0, 0, 0, 1, 0
0, 0, 0, 0.484, 0.484, 0.484, 0.602, 0.602, 0.602, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0.1, 0, 0, 0.1, 0, 0, 0.1, 0, 0, 1
0, 0.174, 0.425, 0, 0.174, 0.425, 0, 0.174, 0.425, 0, 1
0, 0, 0, 1, 1, 1, 0.533, 0.533, 0.533, 1, 0
0.83, 0, 1, 1, 0.234, 1, 0.83, 0, 1, 1, 1
0.562, 0.562, 0.562, 0, 0, 0, 0, 0, 0, 1, 0
0.145, 0.145, 0.801, 0, 0, 0.656, 0.63, 0.63, 1, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0.454, 0.152, 0, 0.454, 0.152, 0, 0.454, 0.152, 0, 1
0.583, 0.583, 0.583, 0, 0, 0, 0.1, 0.1, 0.1, 1, 0
0, 0.366, 0, 0, 0.366, 0, 0, 0.366, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0.806, 0, 0, 0.806, 0, 0, 0.806, 0, 0, 1
0, 0.634, 0, 0, 0.634, 0, 0, 0.634, 0, 0, 1
0, 0, 0.539, 0, 0, 0.539, 0, 0, 0.539, 0, 1
0.1, 0, 0, 0.1, 0, 0, 0.1, 0, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0.522, 0.522, 0.522, 0.613, 0.613, 0.613, 1, 0
0.664, 0.945, 0, 0.664, 0.945, 0, 0.664, 0.945, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.402, 1, 0.402, 0, 0.902, 0, 0.873, 1, 0.873, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.805, 0.805, 0.805, 0.245, 0.245, 0.245, 0, 0, 0, 1, 0
0, 0, 0, 0.44, 0.44, 0.44, 0, 0, 0, 1, 0
0, 0.1, 0, 0, 0.1, 0, 0, 0.1, 0, 0, 1
0, 0, 0, 0, 0, 0, 0.146, 0.146, 0.146, 1, 0
0.86, 0.39, 0, 0.86, 0.39, 0, 0.86, 0.39, 0, 0, 1
0, 0.444, 0, 0.715, 1, 0.715, 0.541, 0.986, 0.541, 1, 1
0.181, 0.181, 0.181, 0.428, 0.428, 0.428, 0, 0, 0, 1, 0
0, 0.577, 0, 0, 0.577, 0, 0, 0.577, 0, 0, 1
0.265, 1, 0.514, 0.16, 1, 0.409, 0, 1, 0.249, 1, 1
0.276, 1, 0, 0.276, 1, 0, 0.276, 1, 0, 0, 1
0, 0, 0, 0, 0, 0, 0.675, 0.675, 0.675, 1, 0
0.395, 0, 0.364, 0.395, 0, 0.364, 0.395, 0, 0.364, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0.515, 0.515, 0.515, 0.403, 0.403, 0.403, 1, 0
0.776, 1, 1, 0.373, 1, 1, 0, 0.781, 1, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.839, 1, 0.573, 0.862, 1, 0.596, 0.266, 0.481, 0, 1, 1
0, 0, 0, 0, 0, 0, 0.54, 0.54, 0.54, 1, 0
0.978, 0.673, 1, 0.305, 0, 0.636, 1, 1, 1, 1, 1
0, 0, 0.176, 0, 0, 0.176, 0, 0, 0.176, 0, 1
0.243, 0, 0, 0.243, 0, 0, 0.981, 0.738, 0.738, 1, 1
0.63, 0.111, 0, 0.73, 0.211, 0.1, 0.63, 0.111, 0, 1, 1
1, 0.456, 0.356, 1, 1, 1, 0.973, 0.1, 0, 1, 1
0, 0, 0, 0.883, 0.883, 0.883, 0, 0, 0, 1, 0
